,Gender,Age,Education,Party,Race,Region,Marital,RACESURV10,RACESURV11,RACESURV6,RACESURV7,RACESURV20,RACESURV22
1914,2,2,1,1,3,3,2,2,2,1,2,2,2
1916,2,1,1,2,2,2,1,2,3,2,2,3,4
1919,1,2,1,2,1,4,2,2,1,2,1,3,2
1920,1,4,2,1,1,3,5,2,2,1,1,3,4
1923,2,2,2,3,2,4,6,1,2,2,4,2,4
1924,2,2,1,2,1,4,1,2,2,2,2,3,4
1925,2,3,1,1,5,4,1,2,2,1,2,2,3
1926,1,4,1,2,1,2,3,1,1,2,2,2,4
1927,1,3,3,3,1,3,3,2,3,1,4,2,4
1928,2,2,1,3,2,1,6,1,2,2,2,2,1
1929,1,4,1,1,1,3,1,1,1,1,1,2,1
1930,1,3,2,3,1,1,1,1,2,2,3,3,3
1933,2,4,2,1,1,3,1,1,1,2,3,3,4
1934,1,2,2,2,3,1,6,1,3,2,3,1,4
1935,1,3,3,1,1,2,1,1,2,1,3,3,4
1936,1,3,2,3,1,4,6,2,1,2,2,2,4
1938,2,3,3,1,1,3,5,2,1,1,3,3,4
1940,2,3,3,1,1,3,1,2,2,1,2,3,4
1942,2,3,1,2,3,1,1,2,2,1,2,2,3
1943,1,4,3,3,1,4,1,2,2,1,2,3,4
1944,2,4,3,4,3,4,1,1,1,2,3,3,3
1945,2,4,3,1,1,3,5,2,2,1,4,3,4
1948,2,2,2,4,1,2,6,2,3,2,3,3,3
1952,2,1,1,2,1,1,2,2,3,2,2,3,3
1955,1,3,1,2,3,3,1,1,2,2,1,1,3
1957,1,2,1,4,1,1,1,2,3,2,1,3,3
1959,1,3,1,3,1,3,3,2,2,2,3,2,4
1961,2,4,2,1,1,3,5,1,3,1,2,3,4
1962,2,3,2,1,3,1,3,1,99,1,2,2,3
1963,2,1,2,2,4,1,2,2,2,1,3,3,4
1964,1,2,1,2,1,2,1,2,3,2,3,3,4
1965,1,4,2,1,1,4,1,1,2,1,3,3,4
1968,2,4,2,2,1,4,3,2,2,2,2,3,2
1970,2,2,2,1,1,3,1,2,2,1,4,2,3
1971,1,4,2,2,2,3,1,2,2,1,1,2,3
1972,1,4,1,2,5,1,1,2,2,2,2,2,3
1975,1,2,2,4,3,3,1,2,2,2,2,3,3
1977,2,2,2,2,2,3,5,2,2,2,3,2,2
1980,1,2,1,2,1,1,1,2,1,1,2,3,4
1981,1,2,2,1,1,3,1,2,2,1,4,3,3
1984,1,3,1,2,1,1,1,2,2,2,1,3,2
1985,1,2,1,2,5,3,1,1,2,2,3,3,4
1986,1,3,1,3,2,2,2,2,2,2,1,1,4
1988,1,3,2,3,1,2,3,2,2,1,2,2,3
1989,2,2,3,4,1,2,1,2,2,1,1,3,3
1992,1,3,3,2,2,2,3,2,2,2,2,2,2
1994,1,3,2,2,3,4,6,2,2,2,3,3,3
1997,2,2,1,1,1,3,1,1,2,1,2,2,2
1998,2,4,1,2,1,2,3,2,3,2,3,3,4
2000,2,3,3,1,1,2,3,2,3,1,3,3,4
2001,1,3,3,2,2,3,6,2,2,2,3,2,4
2002,2,1,2,3,3,3,1,2,3,2,1,2,2
2003,1,1,3,4,4,3,1,2,3,1,4,2,4
2008,2,1,2,3,4,3,1,2,2,2,2,2,2
2011,1,2,2,4,3,3,1,1,2,2,2,2,3
2015,1,1,2,4,3,4,6,2,2,2,4,2,3
2018,2,2,2,3,1,3,1,2,2,2,3,3,4
2020,1,2,1,4,5,4,1,1,3,1,3,3,4
2025,1,2,3,3,3,3,1,2,2,1,2,2,3
2029,1,4,1,2,2,1,1,2,2,2,3,2,4
2033,2,3,2,4,4,3,1,2,2,1,3,2,3
2034,1,4,3,2,2,2,4,99,3,2,2,2,4
2038,2,4,2,2,1,1,1,2,2,1,4,2,2
2039,1,2,1,2,2,1,6,2,2,2,1,2,3
2042,1,2,2,2,1,4,1,1,1,2,1,2,3
2044,2,3,2,3,2,3,3,2,2,1,4,2,2
2046,2,3,2,1,3,4,1,2,2,2,2,2,4
2047,1,2,1,2,1,1,1,2,2,2,2,3,2
2050,1,3,2,1,9,2,1,1,2,2,2,1,4
2051,2,3,1,1,3,2,1,2,2,2,2,2,3
2054,2,1,2,3,5,3,1,1,3,2,2,2,2
2055,1,4,2,1,3,4,1,1,1,2,2,3,4
2058,1,4,1,2,3,1,1,2,3,2,1,2,3
2060,1,2,1,1,1,1,6,1,1,1,3,3,4
2063,2,2,1,1,3,3,1,1,3,2,3,3,3
2068,1,2,1,1,3,1,1,1,2,2,3,2,4
2073,2,4,2,3,1,2,1,1,1,1,4,3,4
2077,2,4,2,1,1,3,3,1,3,1,2,3,4
2078,2,3,3,2,1,3,3,2,2,2,1,3,4
2079,2,4,1,2,1,4,3,1,3,2,2,3,4
2083,2,2,1,2,1,1,1,2,2,2,2,3,3
2084,1,3,1,3,1,2,1,1,2,1,4,3,4
2087,1,2,2,2,2,3,2,2,2,2,2,2,2
2088,2,4,3,1,1,4,5,2,2,2,3,3,4
2090,2,3,1,3,1,4,5,1,1,1,2,3,4
2091,1,3,1,2,2,3,5,1,3,99,3,99,99
2092,2,2,1,2,2,1,6,2,2,2,2,2,3
2094,1,3,1,2,1,1,6,2,3,2,2,3,3
2097,2,2,3,2,1,3,6,2,2,2,3,3,3
2100,1,2,1,2,3,3,1,2,2,2,2,2,4
2101,2,4,1,1,1,3,3,1,3,1,2,3,4
2103,2,2,2,3,3,3,2,2,2,2,1,2,3
2104,1,1,1,2,3,1,1,2,2,2,1,2,3
2105,1,1,1,4,1,1,6,99,1,2,2,99,4
2106,1,4,1,1,1,1,1,2,2,2,3,3,4
2108,2,1,1,2,2,1,6,1,2,2,1,1,4
2109,1,4,2,3,1,3,1,2,2,1,3,2,4
2110,2,4,2,2,1,4,3,2,2,2,3,3,4
2112,1,3,3,2,2,2,1,2,2,2,2,2,4
2113,1,4,2,2,2,4,1,2,3,2,1,2,1
2114,1,4,3,1,1,4,1,1,3,2,4,3,4
2116,1,4,2,1,2,4,5,1,1,2,3,3,4
2118,1,4,2,3,1,3,5,2,2,2,3,3,4
2119,2,4,3,2,1,3,5,2,2,2,2,2,4
2120,2,4,3,1,1,3,5,2,3,2,2,3,4
2121,2,1,3,2,1,3,6,2,1,1,2,1,4
2123,2,3,3,2,1,3,1,2,2,2,3,2,4
2126,2,3,1,2,1,2,1,2,1,2,2,2,2
2128,1,4,3,2,1,2,1,2,3,1,2,3,4
2131,1,3,2,2,2,3,3,1,1,1,4,3,3
2134,2,2,2,1,1,2,1,1,3,1,2,3,4
2137,2,4,3,2,2,1,4,2,2,2,4,3,4
2141,1,4,3,1,1,2,1,2,3,1,4,3,4
2142,1,4,1,1,1,1,1,1,3,1,3,3,4
2143,1,4,3,2,1,2,6,2,2,1,3,3,4
2147,2,4,2,2,4,2,3,2,3,2,2,2,2
2148,2,3,2,1,4,3,1,1,2,1,2,3,4
2149,2,2,2,2,3,1,1,2,2,2,1,2,4
2158,2,2,1,3,1,1,6,1,3,2,3,3,4
2161,1,3,3,2,9,1,4,99,2,2,4,3,2
2162,2,2,1,3,3,3,1,2,2,1,2,2,2
2163,1,2,3,1,4,3,1,1,2,1,4,2,4
2166,1,3,3,3,1,1,1,2,2,1,4,2,4
2167,1,3,1,4,9,2,6,2,2,2,2,2,4
2168,2,4,3,3,1,3,1,2,2,2,3,3,4
2171,1,4,2,2,3,4,1,2,2,1,1,2,3
2172,1,4,2,1,1,2,1,1,2,1,3,3,3
2173,1,1,1,1,3,4,6,2,2,2,1,2,4
2176,2,3,1,3,1,3,2,1,2,1,3,2,4
2177,2,2,1,2,1,3,1,2,3,2,2,3,4
2179,1,3,3,3,1,2,3,1,2,1,3,3,3
2181,1,3,1,1,5,3,1,1,1,2,1,3,4
2182,2,4,1,1,1,2,5,2,3,1,3,3,3
2184,1,4,2,3,1,4,3,1,3,1,3,3,4
2185,2,4,2,2,1,1,3,1,3,1,3,3,4
2186,2,3,2,2,4,2,2,2,2,2,1,2,3
2187,2,3,3,99,3,4,4,2,2,2,1,3,2
2188,2,4,1,3,1,4,3,1,2,2,3,2,2
2190,1,2,1,2,3,4,2,2,2,2,1,2,4
2191,2,4,1,2,1,4,1,1,2,2,2,3,4
2194,2,2,3,1,1,4,1,2,2,1,3,3,4
2196,1,4,1,3,1,4,1,2,2,2,2,2,1
2200,2,4,1,2,2,3,1,1,1,2,1,2,3
2201,1,3,1,3,2,1,2,2,3,2,2,1,2
2202,2,4,3,3,1,1,3,1,2,2,2,3,4
2206,2,2,1,4,2,3,4,2,2,2,2,2,4
2210,1,3,3,1,1,3,1,1,2,1,2,3,4
2212,2,3,1,2,3,3,1,2,2,2,1,3,2
2213,1,2,3,3,1,4,6,1,2,1,3,3,3
2215,1,3,2,2,4,3,1,2,2,2,3,2,2
2217,1,4,2,4,4,3,1,1,2,1,3,2,4
2219,1,3,2,1,1,3,1,2,2,1,3,3,4
2220,2,3,3,3,9,3,6,2,3,1,1,2,3
2221,1,2,1,4,3,1,1,1,2,2,2,3,2
2223,1,4,2,3,1,1,1,2,1,2,3,3,3
2224,2,4,3,2,2,3,4,2,2,1,1,3,3
2227,2,3,2,1,2,3,6,2,2,2,4,2,3
2232,2,4,3,3,1,1,1,2,2,1,4,3,4
2233,1,4,2,2,1,1,5,1,3,2,4,3,4
2234,2,2,1,4,1,3,1,1,2,1,1,3,3
2237,1,3,1,1,1,1,1,2,3,1,3,2,3
2240,1,3,1,3,2,3,3,1,1,2,3,3,3
2241,1,4,2,1,1,2,1,1,1,1,3,3,4
2244,1,3,2,2,2,3,1,2,2,1,1,2,4
2247,2,3,3,3,1,2,1,2,2,2,2,1,3
2248,2,4,1,3,1,3,1,2,3,2,2,3,4
2249,1,2,3,3,2,3,2,2,2,2,2,1,3
2251,1,4,2,1,1,3,1,1,3,1,3,3,4
2252,2,4,3,2,1,4,5,2,2,2,2,3,4
2253,1,4,2,3,1,3,1,2,2,1,3,3,4
2255,1,3,1,2,1,4,6,2,2,2,2,3,3
2257,2,4,3,1,9,1,1,1,1,1,2,3,4
2258,1,4,1,2,2,3,1,2,1,2,1,1,1
2260,2,4,3,2,9,1,5,2,3,2,3,3,4
2262,2,3,2,2,2,3,5,2,2,2,3,3,3
2264,2,3,2,2,1,3,1,2,2,1,4,3,4
2267,1,3,1,3,1,1,1,2,3,2,2,3,4
2268,2,2,2,1,1,4,1,1,3,1,2,2,4
2269,2,3,2,1,1,4,1,2,3,1,3,2,4
2274,2,2,2,1,1,1,1,2,2,1,4,3,4
2276,2,4,1,2,1,4,1,2,2,2,2,3,3
2278,2,4,2,2,1,3,1,2,2,2,1,3,4
2279,2,3,3,1,1,4,1,1,1,1,3,3,4
2281,1,3,3,2,2,3,5,2,2,2,2,2,2
2282,2,2,1,2,1,1,1,1,1,1,3,3,4
2283,2,2,3,3,1,3,1,1,3,1,4,3,4
2285,2,3,2,2,1,1,6,2,2,2,1,3,2
2286,2,4,3,1,1,1,5,1,2,1,2,3,4
2287,2,2,2,2,2,3,1,2,2,2,1,2,4
2289,2,4,2,1,1,3,5,1,1,99,2,3,4
2291,2,2,3,4,2,3,1,2,2,2,2,2,1
2292,2,3,2,1,1,3,1,1,3,2,3,3,3
2295,1,3,2,2,3,4,1,2,2,2,3,2,3
2296,2,4,3,1,1,3,2,1,1,1,4,3,4
2299,1,3,2,1,1,4,1,1,3,1,2,3,4
2301,1,3,2,2,3,4,6,2,1,2,1,2,2
2302,2,4,3,1,1,3,5,1,3,1,4,2,4
2306,1,4,3,2,1,2,1,2,2,2,2,3,4
2308,2,2,3,4,1,3,1,1,3,1,3,3,3
2309,1,2,2,3,2,2,3,2,2,2,1,2,3
2310,1,3,3,1,1,3,1,1,3,1,4,3,3
2311,2,4,2,1,1,1,3,2,2,1,1,3,4
2314,2,4,3,2,1,1,5,1,2,1,2,3,4
2315,2,4,2,2,2,1,1,1,3,2,3,2,4
2316,2,4,3,1,1,3,1,2,2,1,4,3,4
2317,2,3,1,1,1,3,1,1,3,1,4,3,4
2322,2,4,3,1,1,1,1,1,2,1,2,3,4
2323,1,2,3,1,1,3,6,1,2,2,2,2,4
2325,1,4,3,2,1,1,1,1,3,1,2,2,4
2326,2,3,3,2,1,4,1,1,3,2,2,3,4
2327,2,4,3,1,1,3,1,1,3,1,3,3,4
2328,2,4,3,3,1,2,5,1,2,2,2,3,4
2329,2,4,2,2,1,1,4,2,2,2,3,3,4
2330,1,4,1,2,1,4,1,2,2,2,1,3,4
2331,2,3,3,2,3,4,1,2,2,2,4,3,4
2332,1,3,2,2,2,3,6,2,3,2,3,2,4
2334,2,2,2,2,1,2,3,2,3,1,2,3,4
2336,1,4,2,1,1,1,1,1,3,1,3,2,3
2337,1,3,3,4,1,2,1,2,2,1,2,2,4
2338,2,3,2,1,1,3,1,1,3,1,2,3,3
2341,2,3,1,4,1,3,1,2,3,2,2,3,4
2343,1,4,2,3,4,4,5,1,3,2,2,3,4
2344,2,4,1,3,1,3,1,1,3,2,2,3,4
2346,1,2,3,3,1,4,6,1,3,2,4,3,4
2347,1,2,1,3,9,4,1,2,1,2,3,3,4
2348,2,3,2,1,1,4,6,1,2,1,3,3,4
2350,1,3,2,4,9,4,5,2,2,2,2,2,2
2355,1,2,3,3,1,2,2,2,2,1,1,2,2
2357,2,1,1,2,3,1,6,2,2,2,1,2,3
2358,2,2,1,2,1,4,2,2,3,2,2,3,4
2359,2,4,3,1,1,3,5,2,2,1,3,3,4
2360,1,2,3,1,1,3,1,1,2,2,3,3,4
2361,1,2,1,3,2,3,1,2,2,2,2,3,3
2364,2,4,3,2,1,1,2,1,1,2,2,3,4
2365,2,3,3,1,1,3,1,2,2,2,3,3,4
2367,2,2,1,2,2,3,6,2,2,2,1,2,4
2370,2,3,3,2,1,2,1,2,3,2,3,3,4
2373,2,3,1,2,2,3,1,2,2,2,2,2,4
2379,1,4,1,2,4,3,1,1,2,2,3,3,2
2381,2,4,1,1,1,3,1,1,1,1,2,3,4
2382,1,2,1,1,1,1,1,1,1,2,3,3,4
2385,2,2,2,2,3,4,6,1,2,2,3,2,1
2386,1,2,2,3,2,4,6,1,3,2,3,2,3
2388,2,2,2,1,1,2,1,1,1,1,3,2,4
2391,1,4,3,3,1,3,1,1,1,1,3,3,4
2393,1,4,2,2,2,3,1,2,1,2,2,1,1
2394,1,2,1,1,5,3,6,1,3,2,3,2,4
2395,2,2,2,2,2,2,6,1,3,2,4,3,3
2397,1,2,3,4,1,2,2,2,3,2,4,3,4
2399,2,3,3,3,3,3,1,1,3,2,1,2,1
2400,1,1,2,3,3,2,1,2,1,1,4,2,4
2402,1,2,2,3,1,2,1,1,3,1,3,3,4
2405,1,3,3,2,3,3,1,2,2,2,1,2,2
2408,2,4,1,1,1,3,1,1,1,1,3,2,3
2409,2,1,1,2,1,1,6,2,1,2,2,3,3
2410,2,1,2,2,3,4,3,2,2,2,2,2,2
2411,2,2,2,4,2,2,1,2,3,2,2,1,3
2413,2,4,1,2,1,4,1,1,3,2,2,2,4
2415,1,1,1,2,1,3,2,2,3,2,2,3,4
2419,2,1,2,2,2,1,6,2,2,2,2,2,1
2421,2,2,1,2,3,3,6,2,3,2,2,2,2
2426,1,3,3,3,1,2,1,1,2,1,3,3,4
2427,1,2,1,2,3,3,1,1,3,2,1,1,1
2429,2,2,1,4,2,3,1,1,2,2,1,2,3
2430,1,3,2,4,1,1,1,1,3,1,3,3,4
2432,1,3,1,2,3,1,1,1,1,2,2,1,1
2433,1,2,3,3,3,3,3,2,2,2,3,2,1
2434,2,3,1,2,1,1,1,2,2,2,2,3,4
2436,1,2,1,1,1,3,1,1,3,1,3,3,4
2437,1,2,2,2,2,3,3,2,3,2,2,2,3
2438,2,2,2,4,1,2,1,2,2,1,1,3,4
2439,2,3,3,2,1,2,1,1,1,1,4,3,4
2440,1,1,1,2,3,2,1,1,2,1,3,3,4
2442,2,3,2,2,2,2,3,2,2,2,2,1,3
2443,1,3,1,2,2,2,1,2,2,2,2,1,2
2444,1,3,3,2,1,3,1,2,2,1,3,3,4
2445,1,2,1,2,3,3,1,2,2,2,1,1,3
2446,2,4,1,2,2,3,3,2,2,2,2,1,4
2448,1,2,3,3,1,3,2,2,2,1,4,3,4
2449,2,1,1,2,1,3,1,1,2,2,1,3,4
2452,2,2,1,2,1,3,1,2,2,2,1,3,4
2454,2,4,2,4,1,4,3,2,2,2,3,2,4
2456,2,2,1,3,4,3,6,1,2,2,3,3,4
2457,1,2,3,99,9,1,99,99,2,2,3,3,4
2458,1,2,1,2,5,4,1,2,1,2,4,2,3
2459,1,3,1,2,5,2,1,2,2,2,2,2,2
2460,2,1,2,3,3,1,6,2,2,2,2,2,4
2463,1,3,2,3,3,2,1,1,3,1,2,2,3
2465,2,2,3,4,1,3,1,2,2,1,2,2,4
2467,1,4,1,3,1,3,1,2,3,1,3,3,4
2468,2,2,3,3,1,3,4,2,2,2,1,3,3
2470,1,2,1,1,1,4,1,2,2,1,2,1,3
2473,2,1,1,3,1,2,6,2,2,2,2,2,4
2474,1,1,2,1,1,2,6,1,1,1,3,3,4
2476,2,1,1,3,1,2,6,2,3,2,2,3,3
2477,1,4,3,1,1,4,1,1,1,1,2,3,4
2482,2,2,2,1,1,2,1,1,3,1,3,3,4
2483,1,2,1,2,3,3,1,1,3,1,3,2,2
2484,2,3,1,3,1,3,1,2,2,1,2,2,4
2490,2,3,1,3,3,4,1,2,2,2,3,3,4
2493,1,4,1,2,3,4,1,2,2,2,1,2,2
2496,1,3,1,2,1,4,1,2,2,2,3,2,3
2497,1,2,3,2,1,4,1,2,2,2,1,3,4
2498,2,3,3,2,3,4,1,2,2,2,3,2,3
2499,1,4,1,1,1,3,3,2,2,1,2,2,4
2501,1,4,3,2,1,3,3,1,2,1,4,2,1
2503,2,3,2,1,3,4,1,1,3,1,2,2,2
2513,1,1,1,4,1,3,6,1,1,2,2,2,2
2515,1,1,1,2,5,3,6,1,1,2,3,2,4
2516,2,1,1,2,3,3,6,2,2,2,1,1,4
2517,2,4,1,1,2,3,1,2,2,1,2,2,4
2518,2,2,3,2,1,3,3,2,2,1,3,2,4
2519,2,1,1,4,2,2,6,2,2,2,1,2,3
2525,1,3,2,3,1,2,1,1,3,2,3,3,3
2528,2,2,1,3,1,3,1,2,2,2,2,3,4
2529,1,1,2,3,3,1,3,2,1,2,2,2,2
2530,1,4,2,3,3,3,3,1,3,2,4,3,4
2532,1,4,1,3,1,4,1,2,3,1,3,3,3
2534,1,3,3,1,1,2,1,2,3,1,4,3,4
2536,2,3,1,1,1,2,1,2,2,1,2,2,4
2537,2,4,1,2,1,1,3,2,2,2,2,2,3
2539,1,4,3,1,1,1,5,1,1,1,2,3,4
2540,1,2,3,2,1,4,1,2,2,2,2,3,3
2541,1,1,1,1,3,1,6,1,3,1,3,3,4
2542,2,4,1,1,1,3,1,2,1,2,1,3,4
2543,2,2,1,2,3,1,1,2,2,2,1,2,3
2544,2,4,1,2,1,1,1,2,2,2,2,3,3
2545,2,3,3,2,1,2,1,1,3,2,4,2,4
2546,1,2,1,2,5,1,1,1,3,1,3,3,4
2549,1,2,1,2,3,4,1,2,2,2,2,1,4
2550,1,3,3,3,1,4,6,1,1,1,2,2,3
2551,1,1,1,3,2,3,1,2,1,2,1,2,4
2554,1,3,2,4,1,3,1,2,2,1,3,3,4
2556,1,1,1,3,3,3,6,1,1,1,2,3,4
2557,2,3,3,2,1,2,2,1,2,1,2,3,4
2558,1,4,2,3,3,4,1,1,2,1,2,2,2
2561,2,2,1,2,1,3,4,2,1,2,2,3,4
2571,2,2,2,2,3,1,4,2,2,1,3,3,3
2572,2,4,2,3,1,3,5,1,3,1,2,2,4
2573,1,3,1,3,1,3,6,2,3,1,3,3,4
2574,2,3,1,2,1,2,1,2,3,2,3,3,2
2575,1,2,1,3,2,2,6,2,2,2,2,2,3
2576,2,3,2,2,2,3,3,2,2,1,3,2,4
2581,2,1,1,2,4,4,1,1,3,2,2,2,3
2582,1,1,3,4,3,4,4,2,3,1,4,3,4
2584,1,2,3,3,1,3,1,1,1,2,2,3,3
2587,1,2,1,3,5,3,6,1,3,2,3,2,3
2589,1,4,1,3,1,4,1,2,2,1,3,3,4
2590,1,1,1,4,1,3,6,2,2,2,2,3,3
2591,2,1,3,1,1,1,6,1,2,1,3,2,4
2596,2,1,1,2,1,4,1,2,2,2,1,3,4
2597,2,2,1,2,2,2,6,2,3,2,1,1,4
2598,1,3,2,1,1,3,1,1,2,1,3,2,3
2600,1,2,1,2,1,3,6,2,1,2,3,2,4
2602,2,1,3,3,1,3,1,1,2,2,3,1,3
2606,2,3,3,2,3,1,6,2,2,2,1,3,4
2608,2,3,2,1,1,2,1,2,2,1,2,3,4
2610,2,2,3,2,1,4,1,2,2,2,2,3,4
2611,1,4,1,2,1,3,1,1,3,2,2,3,3
2612,1,3,3,1,1,1,1,2,2,2,3,2,3
2613,1,3,2,3,1,3,1,2,2,1,3,2,2
2615,2,1,1,2,3,4,6,2,3,2,1,1,4
2617,1,1,1,1,2,3,1,1,3,2,2,2,3
2618,2,3,3,4,1,2,1,1,3,1,2,3,4
2620,2,3,3,2,2,3,2,1,3,2,2,2,1
2621,1,3,1,2,2,3,6,2,2,1,2,1,3
2622,1,2,1,2,1,4,6,2,1,2,2,3,2
2625,2,4,3,2,1,3,3,1,3,2,3,3,4
2627,1,1,3,1,1,4,6,1,3,1,3,3,4
2630,1,4,1,3,1,4,1,1,2,1,1,2,4
2631,2,4,3,2,1,1,1,2,2,1,3,3,4
2632,1,2,2,1,3,4,1,1,1,2,2,2,2
2633,2,3,2,1,1,4,1,1,1,1,3,2,3
2635,2,3,1,2,1,4,1,2,2,2,1,3,2
2636,1,2,1,2,1,4,2,2,3,2,1,3,3
2637,2,3,1,1,3,1,2,2,2,2,3,3,3
2639,1,4,1,1,1,3,1,1,1,1,2,3,2
2640,2,2,1,1,3,3,2,2,1,2,2,2,2
2641,2,3,3,1,1,3,1,2,2,1,2,3,4
2648,1,3,1,2,1,4,2,2,2,2,3,3,4
2652,2,3,3,1,1,2,6,1,3,1,3,3,4
2653,2,2,3,4,3,3,6,2,3,2,2,2,3
2660,2,1,1,2,3,1,6,2,2,2,1,2,1
2663,2,3,2,2,1,4,5,1,2,2,2,3,4
2667,2,2,2,3,1,1,1,2,1,2,2,3,2
2673,1,3,3,3,1,4,2,2,2,1,2,3,3
2674,2,3,1,4,1,3,2,2,2,2,2,1,4
2675,2,3,1,2,2,3,3,1,1,2,3,2,2
2680,1,1,3,3,1,3,6,1,3,1,2,2,3
2681,2,3,2,3,1,2,1,2,2,1,1,1,4
2684,2,2,2,3,2,3,3,2,1,2,1,1,4
2688,2,4,3,2,2,3,2,1,3,2,4,3,4
2690,2,2,3,2,1,3,6,2,2,2,2,3,4
2691,1,2,3,3,1,3,1,2,2,1,2,3,4
2692,1,4,2,1,1,1,3,2,2,1,4,2,4
2695,1,2,1,2,5,3,1,2,2,1,2,2,4
2699,1,2,2,1,3,2,4,1,1,1,4,3,1
2700,2,2,2,2,2,3,6,2,2,2,2,2,4
2701,2,2,2,2,2,4,3,2,2,2,2,2,3
2703,1,3,3,1,1,3,1,1,3,1,2,3,4
2704,1,2,2,3,2,4,6,1,2,2,3,2,4
2706,2,2,2,4,2,3,6,1,3,2,1,3,1
2708,1,1,1,1,3,3,1,1,1,1,2,2,2
2711,1,2,1,2,3,4,1,2,2,2,1,2,2
2712,1,2,3,4,1,4,6,1,3,1,4,3,4
2714,1,3,1,3,1,1,1,1,2,1,3,2,3
2716,1,2,1,3,1,4,1,1,2,1,4,3,4
2717,2,3,3,2,2,2,6,1,1,2,2,1,2
2718,1,3,1,3,2,3,1,2,3,2,1,2,3
2722,1,1,2,1,3,3,1,2,1,1,2,2,3
2724,1,2,1,3,3,4,1,1,3,1,2,3,2
2727,1,1,1,3,5,4,2,2,1,2,3,3,3
2728,1,2,1,2,5,1,2,2,2,2,2,2,2
2729,2,3,1,2,1,4,1,1,3,2,1,3,3
2730,2,3,1,3,1,2,5,2,2,2,2,3,4
2732,1,1,1,4,1,2,2,1,1,2,2,3,4
2733,2,2,3,3,4,2,3,2,3,1,3,3,4
2735,2,2,1,3,1,2,1,2,2,1,2,3,3
2736,1,2,1,3,1,2,2,1,2,2,3,2,4
2739,2,2,2,1,3,3,1,1,2,2,4,2,4
2742,2,2,2,2,2,3,4,2,2,2,1,1,2
2743,2,2,1,2,1,1,1,2,2,2,2,3,4
2749,1,2,1,2,1,1,1,2,2,2,2,3,4
2753,2,4,2,1,1,2,2,2,2,1,2,3,4
2757,2,2,2,3,2,2,2,2,2,2,1,2,3
2759,1,3,3,2,5,1,1,1,2,2,2,2,3
2760,1,1,1,4,5,3,6,1,1,2,2,3,2
2768,1,2,2,2,3,4,2,2,2,2,1,2,4
2771,2,2,2,1,4,3,1,2,2,1,1,3,4
2774,1,2,2,2,5,1,3,2,2,2,2,2,4
2775,1,3,3,1,1,4,1,1,1,1,3,2,4
2777,1,1,1,2,2,3,6,2,2,2,1,2,4
2778,1,2,2,4,1,1,3,2,2,2,3,2,3
2780,1,4,1,99,1,2,1,2,1,2,2,3,4
2782,1,3,3,1,1,2,1,2,2,1,2,3,4
2783,1,3,3,1,1,2,1,2,2,1,3,3,4
2784,1,4,3,3,2,2,1,2,2,2,2,2,4
2785,1,2,1,2,5,1,6,2,2,2,3,2,4
2788,1,2,1,4,5,4,3,2,2,2,2,2,3
2789,1,2,1,3,4,4,6,2,2,1,3,2,2
2791,1,2,1,2,1,3,6,1,3,2,4,3,4
2792,2,4,1,3,1,4,1,1,3,1,2,2,4
2793,2,4,3,1,1,4,4,2,2,1,2,3,3
2795,2,4,2,1,1,3,5,1,1,1,3,3,4
2796,1,4,3,1,1,3,1,2,2,1,2,3,4
2798,2,3,1,2,1,4,1,2,2,2,3,3,4
2799,2,4,3,1,3,2,1,1,2,1,3,3,4
2802,1,4,3,1,1,3,1,2,1,2,2,3,4
2803,2,3,3,2,2,3,2,2,1,2,1,2,3
2806,2,4,2,2,2,3,5,1,2,2,3,2,4
2807,1,3,1,1,1,4,6,2,2,1,4,1,4
2808,2,3,2,2,2,3,1,2,2,2,2,2,3
2809,2,2,1,2,1,4,1,2,2,2,2,2,2
2813,1,3,1,1,3,4,1,2,2,2,2,1,1
2816,2,3,1,1,1,2,1,1,2,1,3,2,4
2817,2,4,3,1,1,3,3,2,3,2,3,3,4
2821,2,1,1,2,5,4,6,2,3,2,1,2,4
2824,2,2,1,2,2,2,1,2,2,2,2,2,2
2829,2,3,2,2,2,2,1,1,3,2,2,2,1
2830,2,3,1,2,3,4,5,2,2,2,2,1,1
2831,2,4,2,99,2,3,6,2,2,2,2,1,4
2832,1,4,3,1,1,3,1,1,2,1,3,3,3
2833,1,3,2,1,1,4,3,1,3,1,3,2,4
2834,2,4,3,2,1,2,5,2,2,2,2,2,3
2835,2,3,2,2,2,4,6,2,2,2,1,2,2
2836,2,2,3,1,1,3,2,2,2,1,3,2,4
2839,1,2,3,1,1,3,1,1,3,1,3,3,4
2840,2,4,1,1,1,3,1,1,1,1,2,3,4
2841,2,2,1,2,3,4,2,2,3,2,1,2,4
2844,1,4,2,2,1,3,1,2,2,2,2,3,4
2845,2,4,2,2,2,2,6,2,2,2,2,2,4
2848,2,2,1,2,3,2,1,2,2,2,2,2,1
2849,1,4,3,3,4,3,1,2,2,1,3,2,3
2850,2,4,1,2,1,3,5,2,2,1,2,2,3
2851,1,4,1,1,1,2,1,2,2,2,3,3,3
2852,1,4,3,2,4,3,5,2,2,1,2,2,2
2853,1,3,1,2,4,4,3,1,2,2,2,2,3
2856,1,3,1,3,1,2,6,2,2,1,2,2,4
2862,1,4,3,2,1,4,2,1,1,2,2,3,4
2864,1,2,3,4,1,4,2,2,2,1,2,3,2
