,Gender,Age,Education,Party,Race,Region,Marital,RACESURV10,RACESURV11,RACESURV6,RACESURV7,RACESURV20,RACESURV22
3885,2,1,3,2,2,2,6,1,3,1,3,2,2
3886,2,3,1,2,2,2,6,2,2,2,2,2,2
3887,1,2,2,2,1,2,3,2,2,1,3,3,4
3889,2,1,2,3,2,2,2,2,2,2,2,3,2
3890,2,2,3,2,2,2,4,2,2,2,1,2,1
3891,2,2,2,2,2,3,6,2,2,2,2,1,2
3892,1,4,2,3,4,3,1,1,2,1,3,2,3
3896,2,2,3,3,1,3,1,1,2,1,3,2,4
3897,2,2,2,4,2,3,1,2,2,2,1,2,2
3898,2,2,2,99,9,3,3,99,3,99,3,2,1
3901,2,1,3,4,2,3,6,1,2,2,2,2,2
3904,2,2,1,3,2,3,6,2,2,2,1,1,1
3906,2,3,2,2,2,3,6,2,3,2,1,3,1
3907,2,1,2,3,2,3,6,2,2,2,1,2,4
3908,2,3,3,2,2,3,1,1,1,2,2,2,4
3909,2,1,3,1,2,3,6,1,1,2,2,1,2
3910,2,2,2,3,2,3,1,1,2,2,2,2,3
3911,2,1,3,4,3,3,6,2,2,2,1,3,4
3915,1,1,1,2,1,4,2,2,2,2,2,3,3
3916,1,3,1,1,5,1,3,1,2,1,4,2,4
3917,2,1,1,2,2,1,6,2,2,2,2,2,4
3918,1,2,1,4,1,1,1,1,2,1,1,2,2
3919,1,4,3,3,2,1,3,2,3,2,1,2,2
3921,2,3,3,3,1,1,1,1,3,2,4,3,4
3924,2,1,3,1,3,1,6,1,1,1,3,2,2
3926,2,3,2,3,2,1,3,2,2,2,1,3,4
3930,1,2,2,2,3,1,2,1,2,2,2,2,2
3931,2,2,1,2,3,1,6,2,2,1,2,2,99
3932,2,3,1,2,1,1,1,2,3,2,2,3,4
3936,2,4,2,2,4,1,4,2,2,2,2,2,2
3937,2,2,1,3,2,1,3,2,2,2,1,3,4
3938,2,4,2,2,2,1,6,2,2,2,2,2,3
3939,2,2,1,2,2,1,6,2,2,2,1,2,4
3940,2,2,2,3,2,1,1,1,1,2,2,2,2
3942,2,3,3,2,2,1,6,1,3,2,2,2,2
3946,2,2,3,2,2,1,6,1,3,1,4,2,2
3951,2,2,3,1,2,1,4,2,3,2,2,2,2
3952,2,4,1,2,2,1,1,2,2,2,2,2,4
3956,2,2,2,2,2,1,6,2,2,2,3,2,4
3957,1,3,3,2,2,1,2,2,3,2,2,2,4
3959,2,2,2,2,2,1,2,2,2,2,1,1,1
3961,1,4,1,2,2,1,5,2,2,2,1,1,4
3962,2,3,1,3,2,1,6,2,2,2,1,2,3
3963,2,2,2,2,2,1,1,2,2,2,3,2,2
3964,2,2,1,3,2,1,1,2,2,2,1,2,4
3965,1,3,2,2,2,3,3,1,1,1,3,3,4
3969,1,4,1,2,2,3,6,2,3,2,1,1,4
3972,2,2,1,2,2,3,1,2,2,2,2,1,4
3978,2,2,1,2,2,3,6,2,2,2,1,2,1
3980,2,2,1,2,2,3,2,2,2,2,1,2,4
3981,1,2,1,4,4,3,6,2,2,2,2,2,2
3982,1,3,1,3,2,3,1,1,2,2,2,2,2
3986,2,2,2,2,1,3,1,2,2,2,3,2,4
3989,2,3,1,2,1,3,1,2,3,2,3,3,4
3990,2,2,2,2,2,3,6,2,2,2,4,2,2
3993,2,4,2,2,2,3,99,99,3,99,2,2,3
3998,1,3,1,2,2,3,3,2,2,2,1,2,4
4000,2,1,1,2,1,3,1,2,3,2,2,3,1
4001,1,3,1,1,1,3,5,2,2,1,2,3,4
4002,2,2,1,2,1,3,1,2,2,2,1,3,4
4003,1,2,1,3,1,3,2,2,2,2,2,3,3
4006,2,2,1,2,3,3,1,2,2,2,2,2,4
4007,2,2,2,2,2,3,3,2,2,2,3,2,1
4008,2,2,2,2,2,3,6,2,2,2,3,2,3
4010,1,2,1,2,2,3,6,2,2,2,1,2,4
4014,2,2,1,3,3,3,1,2,2,1,3,3,4
4019,1,3,2,1,1,3,1,1,3,1,3,3,3
4026,2,3,3,2,2,3,1,1,3,2,2,3,2
4030,2,4,1,2,1,3,3,2,2,2,1,3,4
4038,1,3,2,2,2,3,4,2,2,2,1,2,3
4040,1,3,2,3,1,3,1,2,2,2,3,1,4
4042,2,2,2,2,1,3,6,2,2,2,1,3,4
4045,1,2,3,2,2,3,6,1,1,2,1,1,2
4046,2,2,2,1,1,3,1,1,2,1,2,2,3
4047,1,2,2,1,2,3,3,2,2,1,3,2,4
4050,2,4,1,1,3,3,1,1,2,1,4,3,4
4052,1,3,1,2,2,3,6,2,2,2,2,2,3
4056,1,3,3,3,3,3,3,2,1,1,3,2,3
4057,1,2,2,2,2,3,4,2,2,2,2,2,1
4059,2,3,3,1,9,3,3,2,2,1,3,2,4
4060,2,3,3,2,1,3,1,2,2,1,3,3,4
4061,2,3,1,2,2,3,5,2,2,2,4,1,1
4062,1,2,1,2,2,3,6,2,2,1,4,3,4
4065,1,2,1,3,2,3,4,2,2,2,1,2,3
4066,2,2,1,2,2,3,6,1,2,2,2,3,3
4067,2,1,3,99,2,3,2,2,2,2,1,1,1
4069,2,1,2,2,2,3,2,2,2,2,2,2,4
4073,2,4,1,1,3,3,3,1,2,1,3,2,4
4075,2,2,1,3,2,3,1,2,2,2,2,2,4
4078,2,2,2,2,2,3,1,2,2,2,1,2,3
4079,2,2,3,1,1,3,1,1,3,1,3,2,4
4080,1,3,3,1,1,3,3,2,2,1,2,2,4
4082,2,2,2,3,2,3,1,2,2,2,2,1,4
4083,1,1,3,1,1,3,6,2,3,1,1,2,2
4085,2,2,3,1,1,3,1,1,2,1,1,3,4
4087,1,3,1,2,2,3,1,1,2,2,4,2,4
4089,2,1,1,3,2,3,6,2,2,2,3,2,4
4091,1,2,3,1,1,3,3,2,2,1,3,2,4
4093,2,2,3,2,1,3,6,1,2,2,3,1,4
4096,1,3,2,2,2,3,1,2,2,2,2,2,2
4098,2,3,3,4,1,3,1,1,2,2,4,2,4
4099,2,2,1,2,2,3,6,1,1,2,2,2,3
4100,2,3,2,2,2,3,6,2,2,2,1,2,4
4101,2,3,3,1,2,3,4,2,2,2,2,2,2
4103,2,2,3,2,2,3,1,2,2,2,2,2,2
4106,2,2,2,3,2,3,3,2,3,2,3,2,3
4107,2,1,2,2,2,3,6,2,2,2,1,1,1
4108,2,2,3,2,2,3,6,1,3,1,3,2,3
4109,2,2,1,2,2,3,1,2,2,2,1,3,2
4110,1,2,1,2,2,3,1,1,1,1,3,2,2
4111,1,4,3,2,2,3,4,2,2,2,1,1,4
4112,2,2,2,2,2,3,3,2,2,2,2,2,3
4114,2,3,1,2,2,3,3,2,2,2,1,2,4
4115,2,2,1,2,2,3,1,2,2,2,1,2,3
4116,2,3,3,2,2,3,5,1,1,1,4,1,4
4117,1,3,2,2,2,3,2,2,2,2,1,2,2
4119,2,2,1,4,3,3,3,2,3,2,2,2,3
4121,2,4,1,2,2,3,6,1,2,2,2,2,4
4123,2,2,3,2,2,3,6,2,2,2,1,3,4
4125,1,1,3,2,2,3,2,2,2,2,1,1,3
4126,2,2,1,1,1,3,1,2,2,1,2,3,4
4127,1,2,1,3,3,3,2,2,2,2,1,2,3
4128,1,3,1,2,2,3,3,2,3,2,2,2,2
4129,1,2,1,2,2,3,3,2,2,2,2,2,3
4131,1,1,2,4,9,3,6,2,2,2,1,2,3
4132,1,2,1,2,1,3,2,2,2,1,4,2,3
4136,2,2,1,2,2,3,1,1,2,2,2,2,4
4137,2,3,2,99,2,3,3,2,2,2,2,2,4
4138,1,1,1,3,2,3,6,2,3,2,2,2,4
4140,2,2,3,2,2,3,6,1,3,2,4,2,2
4144,1,3,3,2,2,3,3,2,2,2,3,2,4
4145,2,4,3,2,2,3,3,2,2,2,2,1,1
4146,2,3,1,3,1,3,3,1,1,1,4,2,2
4148,1,3,1,1,1,3,1,2,2,1,3,3,4
4149,2,2,1,1,1,3,1,2,2,1,2,3,4
4150,2,2,3,3,2,3,3,2,2,2,3,2,1
4152,1,4,1,2,1,3,1,2,2,2,3,3,3
4155,2,3,2,3,2,3,3,1,1,2,4,3,1
4156,2,1,1,3,5,3,1,2,3,1,4,1,4
4157,2,1,1,1,1,3,6,2,3,1,2,3,4
4160,2,3,3,2,2,3,6,2,2,1,2,3,4
4162,2,1,3,4,1,3,2,1,2,1,2,2,4
4164,2,1,3,4,2,3,6,2,2,2,2,2,1
4166,2,4,1,2,1,3,1,2,1,2,3,3,4
4168,2,2,1,2,2,3,1,2,2,2,2,3,4
4169,2,2,1,2,2,3,6,1,1,2,3,3,1
4170,2,2,1,2,2,3,1,2,2,2,2,2,4
4173,2,2,3,2,2,3,6,2,2,2,2,3,4
4177,2,2,1,4,2,3,1,2,3,2,1,2,4
4180,2,2,2,3,2,2,6,2,2,2,1,1,3
4181,1,1,1,1,1,2,1,1,1,2,2,3,2
4182,2,3,1,2,2,2,6,1,1,2,1,2,4
4183,2,3,3,1,1,2,1,2,2,2,3,3,4
4185,1,4,2,3,2,2,3,2,2,1,2,1,2
4186,2,3,3,2,2,2,3,2,2,2,4,3,2
4188,1,1,1,3,4,2,6,2,3,2,2,2,3
4189,1,3,1,2,2,2,4,2,2,2,3,2,3
4190,2,2,2,2,1,2,1,2,3,2,2,3,4
4194,2,2,2,2,2,2,1,2,2,2,2,2,2
4197,1,4,3,1,1,2,5,1,1,1,4,3,4
4198,2,3,2,2,2,2,2,2,3,2,2,2,1
4199,2,2,3,4,3,2,3,2,2,2,1,1,2
4204,1,3,2,4,1,2,3,1,2,1,3,2,4
4207,2,1,3,2,2,2,2,2,2,2,2,2,2
4208,2,1,1,2,2,2,6,1,2,2,3,2,2
4209,2,2,1,2,2,2,1,1,1,2,3,2,4
4210,2,2,2,2,2,2,6,2,2,2,1,2,4
4212,2,3,2,3,3,2,1,2,2,2,2,2,4
4215,1,2,3,2,1,2,1,2,3,2,2,3,4
4217,1,1,2,2,2,2,1,2,3,1,4,3,4
4219,2,1,3,2,2,2,6,2,2,2,3,2,3
4220,1,2,1,2,2,2,2,2,2,2,1,2,4
4221,2,1,3,4,4,2,6,1,2,1,4,1,3
4222,1,2,1,2,1,2,6,2,3,2,1,3,3
4225,1,2,1,1,1,2,6,1,3,1,2,3,4
4226,1,2,1,4,3,2,1,1,2,2,1,2,4
4230,2,1,1,4,1,2,1,2,2,1,2,3,3
4231,2,2,1,2,2,2,1,2,2,2,2,2,4
4235,2,2,1,2,3,2,6,2,2,2,1,1,1
4236,1,2,1,2,5,2,1,1,2,2,3,2,3
4237,2,4,1,2,2,2,3,2,2,2,3,3,4
4238,2,3,1,2,2,2,1,2,2,2,1,2,2
4244,2,3,2,2,2,2,3,2,2,2,3,2,2
4245,2,2,2,2,2,2,2,1,3,1,3,3,3
4248,1,4,2,4,1,2,3,2,1,1,4,2,4
4249,2,2,1,2,5,2,1,2,3,2,3,2,4
4250,1,4,2,2,2,2,1,2,3,2,1,2,4
4254,1,3,1,1,1,2,1,1,2,1,2,3,4
4255,1,3,1,3,2,2,1,2,2,2,1,2,4
4256,2,4,1,4,1,2,3,2,2,2,4,2,4
4257,2,3,2,2,3,2,1,2,3,2,1,3,4
4259,2,2,1,2,2,3,6,1,3,2,3,2,3
4265,2,2,3,2,2,3,3,1,1,2,1,2,1
4266,2,1,3,4,2,3,2,2,2,2,4,2,3
4267,2,2,2,2,2,3,2,1,3,2,1,2,3
4270,2,2,2,2,2,3,1,2,2,2,2,2,3
4271,2,2,3,2,2,3,2,1,1,2,3,2,3
4273,2,2,2,2,2,3,6,2,2,2,1,3,2
4274,1,1,3,4,1,3,6,1,1,2,1,2,4
4275,2,2,2,2,2,3,6,2,2,2,1,2,4
4277,1,3,1,2,2,3,3,2,2,2,1,2,4
4278,2,3,1,4,2,3,3,1,3,2,1,2,4
4280,1,1,1,4,5,3,1,1,2,2,2,3,4
4283,2,1,2,2,2,3,2,1,2,1,4,3,3
4284,2,3,1,2,2,3,3,99,2,2,2,2,4
4285,2,3,2,4,2,3,5,2,2,2,4,2,1
4287,2,3,2,2,2,3,6,2,2,2,3,2,3
4290,2,2,1,2,2,3,6,2,2,2,1,2,1
4291,2,2,2,2,2,3,3,2,3,2,2,2,2
4292,2,2,2,2,3,3,2,1,3,2,2,3,3
4293,1,1,3,3,1,3,2,1,2,1,3,2,2
4295,1,4,2,2,2,3,1,2,2,2,1,2,3
4297,1,2,1,3,5,3,1,2,1,2,3,3,4
4302,2,4,1,2,2,3,3,2,2,2,1,2,3
4303,2,3,2,4,3,3,1,1,2,2,2,2,2
4306,1,3,3,2,2,3,3,2,2,2,2,2,3
4307,2,2,3,3,2,3,6,2,2,2,3,2,4
4309,2,2,1,1,1,3,1,2,2,2,2,2,3
4310,2,2,2,99,3,3,1,2,2,2,4,3,2
4311,2,1,3,1,3,3,1,1,3,2,3,3,4
4312,2,4,1,2,2,3,1,1,2,2,1,1,4
4315,2,2,1,2,1,3,2,2,1,2,1,3,3
4317,2,2,2,2,3,3,1,1,3,2,2,2,4
4318,1,4,1,3,1,4,3,2,2,2,4,3,4
4319,2,2,2,2,2,4,3,2,2,2,2,2,4
4321,2,1,2,1,1,4,1,2,2,1,2,3,4
4322,2,2,2,3,2,4,2,2,2,2,2,2,4
4325,2,4,1,2,2,4,1,2,2,2,1,2,3
4328,2,3,2,2,2,4,4,2,2,2,1,2,2
4331,2,2,3,4,3,4,1,2,2,2,3,2,4
4333,2,1,3,4,4,4,2,2,2,1,2,1,2
4336,1,1,2,4,1,1,6,2,2,2,2,2,2
4338,1,3,1,3,1,1,1,1,1,1,2,2,4
4341,1,1,3,2,4,1,6,1,1,2,3,3,4
4342,1,3,1,2,1,1,1,2,2,1,3,3,2
4344,1,3,3,3,1,1,1,2,2,1,4,3,4
4346,1,1,2,3,1,1,6,1,3,1,3,3,4
4348,1,3,1,2,1,1,1,2,2,2,2,3,2
4349,1,4,1,1,1,1,1,2,2,2,1,3,2
4350,2,3,1,2,1,1,3,1,2,2,2,2,4
4351,2,3,2,1,1,1,4,2,2,1,3,3,4
4352,2,3,2,4,1,1,1,1,2,1,2,3,4
4353,2,2,3,1,1,1,1,1,3,1,2,3,4
4354,1,4,2,2,1,1,1,2,2,2,3,2,2
4355,2,4,3,4,9,1,1,2,2,2,3,3,3
4356,2,2,1,3,5,1,1,1,1,2,4,3,4
4358,2,3,2,2,2,1,1,2,2,2,3,2,4
4361,1,3,3,99,1,1,1,2,2,2,3,3,4
4363,2,3,2,2,1,1,3,2,3,2,2,3,4
4364,1,1,3,2,1,1,6,2,2,2,1,3,3
4368,2,3,3,1,1,1,1,2,3,1,3,3,4
4370,2,1,3,3,1,1,2,2,3,2,2,3,4
4374,2,3,1,3,1,1,3,2,2,2,1,3,4
4375,1,3,2,2,1,1,4,2,2,2,2,3,3
4376,2,3,1,2,1,1,3,1,3,1,3,3,4
4377,2,1,2,1,1,1,1,1,1,1,3,3,4
4378,2,2,1,1,1,3,1,2,2,1,2,2,4
4380,1,1,1,2,1,3,6,2,2,2,3,3,3
4384,2,2,3,2,1,3,2,2,2,2,1,3,3
4385,1,1,1,2,1,3,2,2,1,2,2,3,3
4388,2,3,2,2,2,3,6,2,2,2,2,2,3
4389,1,2,1,3,1,3,6,1,1,2,3,3,4
4390,2,2,1,4,2,3,1,2,2,2,2,2,4
4391,1,1,2,1,1,3,1,1,1,1,3,2,4
4394,1,3,2,4,1,3,1,2,2,1,3,3,3
4395,1,2,3,3,3,3,99,1,2,1,2,3,4
4396,1,1,1,2,2,3,6,2,1,2,2,2,4
4397,2,1,1,3,1,3,6,2,3,2,2,2,4
4398,1,3,2,2,3,3,3,2,2,1,3,2,4
4400,2,1,1,2,1,3,2,1,1,2,2,3,4
4403,1,3,1,3,1,3,5,2,3,2,2,3,4
4405,2,1,3,3,2,3,6,1,1,2,1,1,1
4407,2,3,1,2,1,3,3,2,2,2,2,3,4
4410,2,3,1,1,1,3,1,2,3,1,2,3,4
4411,1,3,1,1,1,3,1,1,3,2,3,2,4
4414,2,2,1,3,1,3,1,2,1,1,3,2,4
4415,2,1,3,3,1,3,6,2,1,2,4,3,4
4416,2,2,2,1,1,3,1,2,3,1,4,2,4
4417,2,1,3,1,1,3,6,2,2,2,1,3,1
4418,2,1,3,3,1,3,1,2,2,2,2,3,4
4419,2,3,3,1,1,2,1,1,1,1,2,2,4
4420,1,2,1,3,1,2,2,2,2,2,2,2,3
4423,2,2,3,1,1,2,1,2,2,2,3,3,3
4426,2,2,2,2,1,2,3,2,2,2,1,3,4
4427,1,2,3,4,4,2,4,1,2,2,3,1,4
4428,2,1,3,4,1,2,2,2,2,1,4,2,4
4430,2,2,3,1,1,2,1,1,3,2,3,3,3
4431,2,2,2,4,1,2,1,2,2,1,3,2,3
4432,2,2,2,1,1,2,1,1,3,1,3,2,4
4437,2,1,3,4,1,2,1,1,1,2,1,1,3
4438,2,3,1,3,5,2,1,2,2,2,2,2,4
4439,1,1,3,2,5,2,6,1,1,1,2,2,2
4441,2,1,2,4,1,2,2,2,2,1,1,2,4
4442,2,1,3,4,1,2,2,1,3,2,4,3,4
4443,1,4,2,3,1,2,3,1,3,1,3,3,4
4451,1,3,3,1,1,2,1,1,1,1,3,3,4
4453,1,1,2,2,5,2,6,2,3,2,2,1,4
4459,2,2,2,4,1,2,1,2,2,1,1,2,4
4461,1,3,2,3,1,2,1,1,3,1,2,2,4
4462,1,1,2,1,1,2,1,1,2,1,3,3,4
4463,1,1,3,2,1,2,6,2,2,1,4,3,4
4464,1,1,1,2,1,2,6,2,1,2,2,3,3
4465,2,1,3,3,1,2,2,1,2,1,3,3,3
4466,2,1,3,1,1,2,6,2,2,1,3,3,2
4468,2,1,2,1,1,3,1,1,2,1,2,3,4
4469,2,3,1,1,5,3,1,1,2,1,2,2,3
4470,1,1,2,2,1,3,6,2,2,2,1,3,1
4471,2,3,3,3,1,3,1,1,1,2,2,3,3
4472,2,1,3,4,1,3,2,2,2,2,2,1,1
4474,1,1,3,4,1,3,6,2,2,1,1,2,4
4477,2,1,2,2,1,3,6,1,1,2,3,3,4
4480,2,2,3,3,2,3,4,2,2,1,2,1,1
4481,2,3,1,1,1,3,1,99,2,1,2,3,4
4482,1,4,2,3,1,3,3,2,3,1,3,3,4
4483,1,3,1,3,1,3,1,2,3,2,3,3,4
4486,2,2,1,3,3,3,1,1,2,2,2,3,2
4488,1,3,3,3,1,3,1,1,3,1,2,3,4
4492,2,3,2,2,2,4,6,2,2,2,1,1,1
4494,1,4,1,1,1,4,1,1,3,2,2,3,4
4499,2,2,2,1,1,4,1,1,2,1,4,3,4
4500,1,3,1,1,1,4,1,1,3,1,3,3,4
4501,1,2,3,4,1,4,1,1,3,1,3,3,4
4504,2,3,1,2,3,4,3,1,2,2,1,3,4
4505,2,2,2,4,1,4,1,1,2,2,2,2,4
4507,2,3,1,2,2,4,3,2,2,2,2,2,3
4508,2,1,2,2,4,4,6,1,1,2,2,2,4
4509,1,3,3,1,5,4,1,1,3,2,3,2,3
4510,2,2,2,2,5,4,3,2,2,2,2,2,3
4511,2,1,1,2,5,4,6,1,1,2,3,2,4
4512,2,3,2,2,3,4,1,1,1,2,4,2,4
4513,1,3,1,2,5,4,1,2,2,2,1,2,4
4517,2,3,1,2,5,4,1,2,2,2,2,2,3
4518,2,2,1,2,1,4,1,2,3,2,2,3,4
4519,2,1,2,4,3,4,4,2,3,2,2,2,2
4522,2,1,1,3,5,4,6,2,2,2,2,2,4
4523,2,1,1,2,3,4,6,2,2,2,2,3,3
4526,1,4,1,2,1,4,1,1,2,2,2,3,3
4527,2,1,3,2,3,4,5,1,2,2,2,3,4
4528,1,1,2,1,1,4,6,1,3,1,2,2,3
4529,1,3,3,2,1,4,6,2,2,2,3,3,4
4530,1,3,1,3,1,4,3,1,1,1,2,2,3
4531,2,2,3,1,1,4,1,2,2,1,2,3,3
4532,2,3,3,2,1,4,1,1,3,1,4,3,4
4534,1,1,1,2,5,4,6,2,1,2,2,2,1
4538,1,1,2,3,1,1,6,2,2,1,2,3,2
4542,2,2,3,2,3,1,6,2,1,2,4,3,4
4543,1,3,3,4,1,1,1,2,3,2,2,3,2
4546,2,2,1,1,1,1,1,1,3,1,1,2,4
4550,1,2,1,1,1,1,5,1,3,2,2,3,4
4553,2,2,1,3,5,1,1,2,3,2,3,3,4
4554,2,1,1,2,5,1,1,1,1,1,2,3,4
4555,1,3,1,3,5,1,1,1,3,2,2,3,3
4556,2,1,2,2,1,1,6,2,2,2,2,3,4
4560,2,2,3,3,1,1,1,1,3,2,2,3,2
4563,1,1,1,4,3,1,6,2,2,2,1,1,4
4564,2,2,1,2,1,1,1,1,2,2,4,3,2
4566,2,2,1,2,4,1,6,2,2,2,1,2,4
4569,2,1,1,3,1,1,6,2,2,2,1,3,4
4570,2,2,1,99,5,1,1,2,1,2,3,2,2
4572,2,1,2,4,3,1,1,2,2,2,2,2,4
4576,2,3,1,2,2,1,3,2,2,2,1,2,3
4577,2,1,1,3,1,1,2,2,1,2,3,3,4
4581,1,2,1,3,1,1,1,2,1,2,2,3,4
4582,1,3,2,3,3,1,6,2,3,2,2,3,2
4585,2,2,3,2,1,1,2,2,2,2,2,2,2
4586,1,2,1,4,1,1,1,1,2,2,2,3,4
4588,2,4,1,3,1,1,1,1,2,1,2,2,4
4589,2,2,3,1,1,1,1,1,3,2,4,3,4
4590,1,4,3,2,1,1,1,1,2,2,3,3,4
4593,1,3,3,1,1,1,6,2,2,1,2,3,4
4596,1,3,3,3,1,1,6,2,2,2,3,3,4
4597,2,1,1,1,1,1,6,2,3,1,3,3,4
4599,2,4,1,2,1,1,6,2,2,2,2,3,3
4602,1,2,2,2,1,1,1,2,2,2,2,3,4
4603,2,1,1,2,1,1,2,2,2,2,1,3,4
4605,1,3,2,3,1,1,3,2,2,1,2,2,4
4606,2,3,1,3,1,1,1,2,3,2,3,3,4
4607,1,4,1,2,1,1,5,2,2,2,2,3,4
4608,2,3,2,3,1,1,2,2,2,1,4,2,4
4613,2,4,2,3,1,1,3,2,2,2,2,3,4
4614,2,4,1,3,1,1,3,2,3,2,2,3,4
4616,2,3,3,2,1,1,5,2,2,1,3,3,4
4620,2,4,2,2,1,1,3,99,1,2,2,3,4
4622,1,3,2,1,1,1,1,1,2,2,3,3,4
4623,2,2,1,2,5,1,1,2,1,1,2,2,3
4629,1,2,3,1,1,1,1,1,3,1,3,3,4
4630,1,3,3,1,1,1,1,2,2,1,3,3,4
4633,2,3,3,1,1,1,1,2,2,1,3,2,4
4635,1,1,1,2,1,1,1,2,1,2,3,2,4
4638,2,3,2,2,2,1,1,2,2,2,4,3,3
4639,1,2,1,2,1,1,6,2,3,2,2,3,4
4640,1,3,2,2,1,1,3,1,3,2,3,3,4
4644,2,2,3,2,1,1,1,1,3,1,4,3,4
4646,1,2,1,4,5,1,6,2,2,1,3,1,4
4648,1,3,1,2,2,1,1,2,3,2,2,2,4
4649,2,2,3,2,3,1,3,2,2,1,4,3,3
4650,2,2,1,1,1,1,1,1,3,1,3,3,2
4651,1,3,1,2,2,1,6,2,2,2,1,1,2
4652,1,3,1,2,1,1,1,1,1,1,2,2,2
4653,2,4,3,4,1,1,2,2,3,1,2,2,4
4657,2,3,3,1,3,1,1,1,2,2,1,2,1
4658,1,3,1,1,1,1,1,1,3,99,2,3,4
4659,1,2,1,2,5,1,3,1,2,2,3,2,4
4661,2,3,3,1,1,1,1,2,3,1,3,3,4
4662,1,2,2,3,3,1,1,2,3,2,2,3,4
4663,1,4,3,3,1,1,1,1,2,1,2,2,3
4664,1,4,1,2,2,1,5,2,3,2,2,2,3
4666,2,4,2,3,1,1,1,99,3,1,3,3,3
4667,2,3,1,2,2,1,3,2,3,2,2,2,2
4668,2,2,2,2,2,1,6,2,3,2,1,2,2
4669,2,1,1,2,3,1,1,2,2,2,2,2,2
4671,2,1,1,3,1,1,1,2,2,2,1,3,1
4672,1,4,2,3,1,1,1,2,1,2,2,2,3
4673,1,2,2,1,2,1,6,2,3,2,2,2,3
4675,2,4,3,1,1,1,1,1,3,1,3,3,4
4676,1,3,2,3,1,1,1,1,2,2,2,3,3
4677,2,4,2,2,1,1,1,1,3,2,2,3,4
4680,1,4,1,2,1,1,1,2,2,2,1,3,4
4682,2,2,1,3,5,1,1,1,1,1,2,3,4
4686,2,4,1,1,1,1,6,99,2,1,3,2,3
4687,2,3,1,2,1,1,6,2,2,1,2,2,4
4689,2,2,1,2,1,1,1,2,2,2,1,2,2
4691,2,2,1,2,1,1,6,2,3,2,1,3,3
4692,2,1,1,4,5,1,6,2,2,1,2,2,2
4694,1,3,1,2,1,1,6,2,2,2,3,3,4
4698,2,3,3,4,1,1,3,1,1,1,3,3,4
4699,2,3,1,2,5,1,3,2,2,2,2,1,3
4704,1,2,1,2,1,1,1,2,2,2,2,3,2
4705,1,2,3,3,2,1,6,1,3,2,4,2,3
4708,1,3,1,3,3,1,1,1,1,2,3,3,4
4710,2,1,1,2,1,1,2,2,2,2,2,3,4
4713,1,3,1,3,1,1,1,1,2,1,2,3,4
4714,1,2,1,3,1,1,1,2,3,2,3,3,4
4716,1,2,1,4,1,1,3,1,3,2,3,2,4
4717,2,2,1,2,5,1,6,1,2,2,2,3,4
4722,2,4,3,2,1,1,3,2,2,2,3,2,1
4723,2,2,1,2,5,1,6,2,3,2,3,2,3
4724,2,2,1,2,3,1,2,2,2,2,1,2,2
4725,1,4,1,3,1,1,1,2,1,2,3,3,4
4728,2,3,3,2,2,1,2,2,2,2,4,3,4
4734,2,3,2,3,1,1,1,1,1,1,3,2,4
4736,2,2,2,4,1,1,1,2,2,2,2,3,3
4738,2,3,2,3,1,1,5,1,3,1,3,2,3
4739,2,3,1,2,4,1,1,2,2,2,1,3,2
4743,2,2,3,1,2,1,4,2,2,1,1,3,4
4747,2,3,3,1,3,1,3,2,2,2,1,2,4
4750,1,1,3,3,1,1,6,1,3,2,4,1,1
4751,2,2,2,3,1,1,1,1,1,2,2,2,3
4752,1,4,2,3,1,1,1,1,2,1,2,3,4
4754,1,2,1,3,1,1,2,1,1,1,4,3,4
4755,2,2,2,1,1,1,2,2,2,2,2,3,4
4758,2,2,1,4,1,1,2,1,2,1,2,3,4
4759,2,3,2,1,1,1,3,1,3,1,3,3,4
4761,2,3,2,2,1,1,1,1,3,1,3,3,3
4762,1,4,1,99,1,1,1,1,1,2,3,3,4
4767,2,3,3,3,1,1,6,2,2,2,3,3,4
4768,2,2,3,3,1,1,6,2,2,1,3,3,2
4770,2,3,3,1,1,1,5,1,3,1,3,2,4
4774,2,4,2,2,1,1,3,1,1,2,2,3,3
4777,2,1,3,2,3,1,1,1,2,2,3,3,2
4778,2,2,1,3,1,1,3,1,1,2,4,3,4
4780,2,2,1,3,1,1,1,2,2,2,3,3,4
4781,2,1,1,2,4,1,6,2,2,2,2,1,2
4783,1,3,3,3,1,1,3,2,2,1,3,3,4
4784,2,4,1,2,1,1,1,2,3,2,2,3,1
4785,2,3,3,2,1,1,3,2,2,2,3,2,4
4786,2,2,3,3,1,1,1,2,2,2,2,2,4
4789,1,3,2,1,1,1,1,1,1,1,2,3,4
4791,2,1,1,3,1,1,6,2,2,2,3,3,2
4792,2,3,3,99,1,1,2,2,2,2,4,99,4
4793,2,2,1,3,1,1,1,2,3,1,3,3,4
4796,1,2,1,3,1,1,1,2,1,2,2,2,2
4797,1,3,2,1,1,1,6,1,3,1,3,3,3
4799,2,2,2,2,2,1,2,2,2,2,2,2,1
4804,2,3,2,2,2,1,1,2,2,2,1,1,4
4806,2,1,2,2,2,1,6,2,2,2,1,2,2
4809,1,3,2,1,1,1,3,2,2,2,2,3,4
4810,2,3,1,3,1,1,3,2,2,1,3,2,4
4811,1,4,1,3,1,1,6,2,1,2,3,2,3
4812,2,1,2,2,1,1,6,1,1,1,2,3,4
